revisiondate,reportingagencytypecode,reportingagencytype,reasoncode,reasondescription,crossingid,crossingidsuffix,reportingagencycode,reportingagencyname,statecode,statename,countycode,countyname,innearcode,innear,citycode,cityname,citydescription,street,highwayname,separatetrack,sametrack,branchname,railroadmilepostnumber,linesegment,nearesttimetablestation,timetablestation,crossingtypecode,crossingtype,crossingpurposecode,crossingpurpose,crossingpositioncode,crossingposition,numberpassengertrainperday,developmenttypecode,developmenttype,totaldaylightthrutrains,totalnighttimethrutrains,totalswitchingtrains,maximumtimetablespeed,minimumspeedrangeovercrossing,maximumspeedrangeovercrossing,numberofmaintracks,traindetectionids,traindetectionid1,traindetection1,tracksignaled,signsorsignals,numbercrossbuckassemblies,numberstopsigns,advancewarnings,advancewarning1,advancewarningtext1,pavementmarkingids,pavementmarkingid1,pavementmarking,othermutcdsigns,countroadwaygatearms,countcantileveredstructu,countcantileveredstructu_1,countmastmountedflashinglight,countflashinglightpair,highwaytrafficsignal,numberofbells,countotherflashinglights,trafficlane,highwaypaved,trackrundownstreet,crossingsurfaceids,crossingsurfaceid1,crossingsurfacedescription1,highwaynear,smallestcrossinganglecode,smallestcrossingangle,highwaysystemcode,highwaysystem,roadatcrossingcode,roadatcrossing,roadatcrossingtypecode,roadatcrossingtype,crossingonstatehighwaysystem,annualaveragedailytrafficcount,estimatedpercenttrucks,schoolbusroute,schoolbusaveragecount,reporttype,crossingclosed,reportstatus,railroadcode,class,railroadcompanygrouping,smtgrouping,parentrailroadcompanycode,parentrailroadcompanyname,holdingcompany,intersectingroadwaydistance,numberofsidingtracks,latitude,longitude,privatecrossingsigns,annualaveragedailytrafficyear,pavementmarkingid2,pavementmarking2,railroadmilepostprefix,otherflashinglightstype,railroaddivision,whistlebancode,whistleban,latlongsourcecode,latlongsource,statecontacttelephonenumber,adjacentcrossing,enssigndisplayed,nearbyhighwaytrafficsignals,crossingilluminated,railroadsubdivision,highwaytrafficsignalinte,highwaytrafficsignalinte_1,highwaytrafficsignalpree,highwaytrafficsignalpreemption,sametrackrailroad1,exemptsigns,numberothermutcdsigns1,numberothermutcodesigns2,typeoftrainserviceids,typeoftrainserviceid1,typeoftrainservice1,separatetrackrailroad1,emergencytelephonenumber,railroadcontacttelephonenumber,lowgroundclearancesigns,channeldevicemediancode,channeldevicemedian,highwayspeedlimit,highwayspeedlimittypecode,highwayspeedlimittype,rrnarrative,stnarrative,gateconfigurationcode,gateconfiguration,othermutcdsignstype1,othermutcdsignstype2,adjacentcrossingnumber,publicaccess,othermutcdsignstypetext2,othercrossingsurface,numberofyardtracks,parentrailroadcode,crossingownercode,typeoftrainserviceid2,typeoftrainservice2,lessthanonepassengertrai,hsrcorridorid,totaltransittrains,movementsperdaycode,movementsperday,trainsperyear,numberoftransittracks,numberofindistrytracks,eventrecorder,remotehealthmonitoring,countpedestriangatearms,mastmountedflashingblacklight,mastmountedflashingsidelight,nontrainactivewarningcode,nontrainactivewarning,trafficlanetypecode,trafficlanetypedescription,trainsperweek,mastmountedflashinglight,mastmountedflashinglighttype,traindetectionid2,traindetection2,typeoftrainserviceid3,typeoftrainservice3,installationdateactivewa,traindetectionid3,traindetection3,numberyieldsigns,othermutcdsignstypetext1,highwaymonitoringdevicescode,highwaymonitoringdevices,emergencyservicesroute,countadvw10_1,numberlowgroundclearancesigns,highwaytrafficpresignals,cantileveredtypestructurecode,cantileveredtypestructure,advancewarning2,advancewarningtext2,countadvw10_2,countadvw10_11,storagedistance,countadvw10_3,waysidehorn,numberothermutcdsigns3,othermutcdsignstype3,othermutcdsignstypetext3,gateconftype,gateconfigurationtype,crossingsurfaceid2,crossingsurfacedescription2,crossingsurfaceid3,crossingsurfacedescription3,blocknumber,ledenhancedsigns,pavementmarkingid3,pavementmarking3
2016-05-31,1,Railroad,14,Change in Data,338095X,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361031715,EAST QUOGUE,"EAST QUOGUE City, SUFFOLK County, NEW YORK State",LEWIS ROAD,L,No,Yes,MONTAUK BR,0077.08,,QUOGUE,179659,3,Public,1,Highway,1,At Grade,13.0,12,Residential,6.0,7.0,0.0,45.0,5.0,45.0,1.0,14,14,Other,Yes,Yes,2.0,1.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,4.0,No,1.0,0.0,2,Yes,No,14,14,Concrete,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,6621,6,No,,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.8457050,-72.5896151,,2005,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,Yes,#N\A,1,Not Interconnected,,,NYA,,,,"11,13,16",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,,,16,Tourist/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338094R,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361035070,QUOGUE,"QUOGUE City, SUFFOLK County, NEW YORK State",MID-HAMPTON RD,L,No,Yes,MONTAUK BR,0076.48,,QUOGUE,179659,3,Public,1,Highway,1,At Grade,13.0,13,Commercial,6.0,7.0,0.0,45.0,5.0,45.0,1.0,14,14,Other,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,4.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,450,5,No,,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0.0,40.8392070,-72.5996850,,2005,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,No,#N\A,1,Not Interconnected,,,NYA,,,,"11,13,16",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,,,16,Tourist/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338126U,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361031650,EAST HAMPTON,"EAST HAMPTON City, SUFFOLK County, NEW YORK State",RACE LANE,L,No,Yes,MONTAUK BR,0100.16,,,179694,3,Public,1,Highway,1,At Grade,13.0,13,Commercial,6.0,7.0,0.0,45.0,5.0,45.0,1.0,14,14,Other,No,Yes,3.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,3.0,6.0,Yes,1.0,0.0,2,Yes,No,16,16,Rubber,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,2587,5,No,,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.9648282,-72.1946569,,1998,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,Yes,Yes,#N\A,,,,,NYA,,,1.0,"11,13,16",11,Freight,,8003111628,7185583581,Yes,5,None,25.0,1,Posted,,,,,,5,,,Stop Here on Red,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,,,16,Tourist/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338127B,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361031650,EAST HAMPTON,"EAST HAMPTON City, SUFFOLK County, NEW YORK State",NEWTOWN LANE,L,No,Yes,MONTAUK BR,0100.30,,,179694,3,Public,1,Highway,1,At Grade,13.0,13,Commercial,6.0,7.0,0.0,45.0,5.0,45.0,1.0,14,14,Other,No,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,6.0,No,2.0,0.0,2,Yes,No,16,16,Rubber,Yes,2,30-59,8,(08) Non-Federal Aid,1,(1) Urban,17,(5) Major Collector,No,14724,6,No,,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.9653075,-72.1919252,,2006,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,Yes,#N\A,1,Not Interconnected,,,NYA,,,,"11,13,16",11,Freight,,8003111628,7185583581,Yes,5,None,25.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,,,16,Tourist/Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338162P,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361036805,WYANDANCH,"WYANDANCH City, SUFFOLK County, NEW YORK State",STRAIGHT PATH,C-2,No,Yes,LIRR MAINLINE,0034.69,,WYANDANCH,179529,3,Public,1,Highway,1,At Grade,76.0,13,Commercial,40.0,36.0,0.0,80.0,5.0,80.0,1.0,16,16,AFO,Yes,Yes,4.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,4.0,9.0,Yes,2.0,0.0,4,Yes,No,14,14,Concrete,Yes,3,60-90,3,"(03) Federal Aid, Not NHS",1,(1) Urban,16,(4) Minor Arterial,No,22963,6,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7542701,-73.3603866,,1995,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,Yes,Yes,#N\A,2,For Traffic Signals,2,Advanced,NYA,,2.0,4.0,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,35.0,1,Posted,,,,,22,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338171N,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361031050,CENTRAL ISLIP,"CENTRAL ISLIP City, SUFFOLK County, NEW YORK State",PETERS BLVD,L,No,Yes,LIRR MAINLINE,0042.90,,CENTRAL ISLIP,179542,3,Public,1,Highway,1,At Grade,76.0,13,Commercial,40.0,36.0,0.0,80.0,45.0,80.0,1.0,16,16,AFO,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,4.0,Yes,1.0,0.0,2,Yes,No,16,16,Rubber,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,7504,6,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,200.0,0.0,40.7884053,-73.2102321,,2001,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,Yes,Yes,#N\A,2,For Traffic Signals,1,Simultaneous,NYA,,2.0,0.0,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,,,,,,,,22,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338195C,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361030785,CALVERTON,"CALVERTON City, SUFFOLK County, NEW YORK State",EDWARDS AVE,L,No,Yes,LIRR MAINLINE,0069.26,,RIVERHEAD,179663,3,Public,1,Highway,1,At Grade,10.0,13,Commercial,7.0,3.0,0.0,40.0,30.0,40.0,1.0,16,16,AFO,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,4.0,No,2.0,0.0,2,Yes,No,16,16,Rubber,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,8578,6,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,1.0,40.9084850,-72.7440727,,2007,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,Yes,#N\A,,,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338192G,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361030785,CALVERTON,"CALVERTON City, SUFFOLK County, NEW YORK State",RIVER RD WEST,L,No,Yes,LIRR MAINLINE,0068.88,,RIVERHEAD,179663,3,Public,1,Highway,1,At Grade,10.0,12,Residential,7.0,3.0,0.0,40.0,30.0,40.0,1.0,16,16,AFO,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,4.0,No,1.0,0.0,2,Yes,No,16,16,Rubber,No,2,30-59,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,1361,11,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0.0,40.9052846,-72.7499555,,2007,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,No,#N\A,1,Not Interconnected,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,No,No,,No,No,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338189Y,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361033523,MANORVILLE,"MANORVILLE City, SUFFOLK County, NEW YORK State",RYERSON AVE,L,No,Yes,LIRR MAINLINE,0065.19,,,179622,3,Public,1,Highway,1,At Grade,10.0,11,Open Space,7.0,3.0,0.0,40.0,5.0,40.0,1.0,16,16,AFO,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,4.0,No,1.0,0.0,2,Yes,No,14,14,Concrete,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,1800,5,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0.0,40.8750373,-72.8080999,,2007,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,No,YAPHANK,,,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,No,No,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338178L,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361032920,ISLIP,"ISLIP City, SUFFOLK County, NEW YORK State",MAIN ST,L,No,Yes,MAIN LINE,0050.01,,RONKONKOMA,179561,3,Public,1,Highway,1,At Grade,10.0,13,Commercial,7.0,3.0,0.0,45.0,30.0,45.0,1.0,"11,16",11,Constant Warning Time,Yes,Yes,3.0,2.0,0,0,None,2,2,RR Xing Symbols,No,2.0,0.0,0.0,3.0,7.0,No,2.0,0.0,2,Yes,No,16,16,Rubber,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,12990,5,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.8105304,-73.0782156,,2004,,,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,Yes,#N\A,,,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,16,AFO,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338060W,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361034670,PATCHOGUE,"PATCHOGUE City, SUFFOLK County, NEW YORK State",DUNTON AVE,L,No,Yes,MONTAUK BR,0055.97,,BROOKHAVEN,179613,3,Public,1,Highway,1,At Grade,34.0,13,Commercial,16.0,18.0,0.0,40.0,30.0,40.0,1.0,"11,16,14",11,Constant Warning Time,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,4.0,No,2.0,0.0,2,Yes,No,14,14,Concrete,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,17,(5) Major Collector,No,5125,6,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7701503,-72.9639045,,1986,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,No,#N\A,2,For Traffic Signals,1,Simultaneous,NYA,,2.0,0.0,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,22,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,16,AFO,,,-1,14,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338059C,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361034670,PATCHOGUE,"PATCHOGUE City, SUFFOLK County, NEW YORK State",ORCHARD RD,L,No,Yes,MONTAUK BR,0055.58,,BROOKHAVEN,179613,3,Public,1,Highway,1,At Grade,34.0,13,Commercial,16.0,18.0,0.0,40.0,30.0,40.0,1.0,"11,16,14",11,Constant Warning Time,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,2.0,5.0,No,2.0,0.0,2,Yes,No,16,16,Rubber,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,1928,5,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7688611,-72.9711093,,2006,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,Yes,Yes,#N\A,2,For Traffic Signals,1,Simultaneous,NYA,,2.0,0.0,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,22,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,16,AFO,,,-1,14,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338071J,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361033883,MORICHES,"MORICHES City, SUFFOLK County, NEW YORK State",CEDER ST BAY PT,L,No,Yes,MONTAUK BR,0063.85,,,179623,3,Public,1,Highway,1,At Grade,34.0,12,Residential,16.0,18.0,0.0,65.0,55.0,65.0,1.0,14,14,Other,Yes,Yes,2.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,2.0,4.0,No,1.0,0.0,2,Yes,No,14,14,Concrete,No,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,1005,5,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0.0,40.8031770,-72.8227300,,1998,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,No,#N\A,,,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338044M,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361030440,BAYPORT,"BAYPORT City, SUFFOLK County, NEW YORK State",SNEDICOR AVE,L,No,Yes,MONTAUK BR,0051.89,,SAYVILLE,179594,3,Public,1,Highway,1,At Grade,51.0,13,Commercial,31.0,20.0,0.0,65.0,5.0,65.0,1.0,"11,16,14",11,Constant Warning Time,Yes,Yes,3.0,2.0,0,0,None,"1,2",1,Stop lines,No,3.0,0.0,0.0,3.0,6.0,No,1.0,0.0,2,Yes,No,14,14,Concrete,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,2949,6,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7457600,-73.0533373,,1998,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,Yes,#N\A,1,Not Interconnected,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,16,AFO,,,-1,14,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338035N,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361034385,OAKDALE,"OAKDALE City, SUFFOLK County, NEW YORK State",OAKDALE-BOHEMIA R,L,No,Yes,MONTAUK BR,0046.74,,ISLIP,179583,3,Public,1,Highway,1,At Grade,51.0,13,Commercial,31.0,20.0,0.0,65.0,5.0,65.0,2.0,16,16,AFO,Yes,Yes,2.0,1.0,0,0,None,0,0,None,Yes,2.0,0.0,0.0,2.0,6.0,No,2.0,0.0,2,Yes,No,14,14,Concrete,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,19,(7) Local,No,11825,5,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7428408,-73.1311370,,2006,,,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,No,#N\A,2,For Traffic Signals,1,Simultaneous,NYA,,2.0,0.0,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,30.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338034G,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361032930,ISLIP TERRACE,"ISLIP TERRACE City, SUFFOLK County, NEW YORK State",CONNETQUOT AVE,L,No,Yes,MONTAUK BR,0044.58,,ISLIP,179583,3,Public,1,Highway,1,At Grade,51.0,12,Residential,31.0,20.0,0.0,65.0,5.0,65.0,2.0,14,14,Other,Yes,Yes,4.0,0.0,0,0,None,"1,2",1,Stop lines,No,2.0,0.0,0.0,4.0,8.0,No,2.0,0.0,2,Yes,No,16,16,Rubber,Yes,3,60-90,8,(08) Non-Federal Aid,1,(1) Urban,16,(4) Minor Arterial,No,10515,6,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7406360,-73.1688274,,2001,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,No,Yes,#N\A,1,Not Interconnected,,,NYA,,,,"11,13",11,Freight,,8003111628,7185583581,Yes,5,None,35.0,1,Posted,,,,,,,,,,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,No,No,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1,Railroad,14,Change in Data,338159G,LI,LI,Long Island Rail Road,36,NEW YORK,36103,SUFFOLK,0,In,361034833,PINELAWN,"PINELAWN City, SUFFOLK County, NEW YORK State",WELLWOOD AVE,C-3,No,Yes,LIRR MAINLINE,0032.46,C159,BABYLON,179532,3,Public,1,Highway,1,At Grade,71.0,11,Open Space,40.0,31.0,0.0,80.0,5.0,80.0,1.0,16,16,AFO,Yes,Yes,4.0,0.0,0,0,None,"1,2",1,Stop lines,Yes,2.0,0.0,0.0,4.0,8.0,Yes,2.0,0.0,4,Yes,No,14,14,Concrete,Yes,3,60-90,3,"(03) Federal Aid, Not NHS",1,(1) Urban,16,(4) Minor Arterial,No,24997,8,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,75.0,0.0,40.7450788,-73.4007723,,2006,2,RR Xing Symbols,,,ALBANY,0,No,1,Actual,5184575521,No,Yes,Yes,No,5,2,For Traffic Signals,2,Advanced,NYA,,2.0,1.0,"11,13",11,Freight,,8003111628,7185583581,Yes,,,40.0,1,Posted,,,,,22,5,,,Stop Here on Red,,0.0,-1,-1,13,Commuter,No,-1,0.0,,,2016.0,0.0,0.0,Yes,No,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
