railroadcode,railroadname,year,incidentnumber,incidentyear,incidentmonth,maintenanceincicidentrai,maintenancerailroadname,maintainenanceincidentnumber,maintenanceincidentyear,maintenanceincidentmonth,gradecrossingid,date,month,day,hour,minute,ampm,time,neareststation,division,countycode,countyname,statecode,statename,highwayname,publicprivatecode,publicprivate,highwayusercode,highwayuser,estimatedvehiclespeed,highwayuserpositioncode,highwayuserposition,equipmentinvolvedcode,equipmentinvolved,railroadcarunitposition,equipmentstruckcode,equipmentstruck,hazmatinvolvementcode,hazmatinvolvement,hazmatreleasedbycode,temperature,visibilitycode,visibility,weatherconditioncode,weathercondition,equipmenttypecode,equipmenttype,tracktypecode,tracktype,trackname,trackclass,numberoflocomotiveunits,numberofcars,trainspeed,estimatedrecordedspeedcode,traindirectioncode,traindirection,crossingwarningexpandedcode1,crossingwarningexpandedcode2,crossingwarningexpandedcode3,crossing_warning_expanded_code_12,crossingwarningexpanded1,crossingwarningexpanded2,crossingwarningexpanded3,crossing_warning_expanded_12,crossingwarningcode,crossingwarning,crossingwarninglocationcode,crossingwarninglocation,warningconnectedtosignal,crossingilluminated,viewobstructioncode,viewobstruction,userskilledforreportingr,usersinjuredforreporting,vehicledamagecost,numbervehicleoccupants,employeeskilledforreport,employeesinjuredforrepor,numberpeopleontrain,form54filed,passengerskilledforrepor,passengersinjuredforrepo,narrative,totalkilledform57,totalinjuredform57,railroadtype,railroadreporting,personskilledforreportin,totalinjuredform55a,district,whistlebancode,whistleban,reportkey,reporting_railroad_company_grouping,reporting_railroad_class,reporting_railroad_smt_grouping,reporting_parent_railroad_code,reporting_parent_railroad_name,reporting_railroad_holding_company,maintenance_railroad_grouping,maintenance_railroad_class,maintenance_railroad_smt_grouping,maintenance_parent_railroad_code,maintenance_parent_railroad_name,maintenance_railroad_holding_company,cityname,vehicledirectioncode,vehicledirection,userstruckbysecondtraincode,highwayuseractioncode,highwayuseraction,driverpassedvehicle,driverconditioncode,drivercondition,driverinvehicle,crossingwarningexpandedcode4,crossingwarningexpanded4,userage,usergender,crossingwarningexpandedcode5,crossingwarningexpanded5,hazmatreleasedby,subdivision,roadwayconditioncode,roadwaycondition,videotaken,videoused,crossingwarningexplanationcode,crossingwarningexplanation
LI,Long Island Rail Road,1991,GR910301,91,03,LI,Long Island Rail Road,GR910301,91,03,338309M,1991-03-05T00:00:00.000,03,05,03,14,PM,3:14 PM,SYOSSET,,059,NASSAU,36,NEW YORK,JACKSON AVE,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,37.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#2 PORT JEFFERSON,4,10.0,0.0,30,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LIGR910301199103,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910302,91,03,LI,Long Island Rail Road,GR910302,91,03,338049W,1991-03-13T00:00:00.000,03,13,07,03,AM,7:03 AM,PATCHOGUE,,103,SUFFOLK,36,NEW YORK,WEST AVE,Y,Public,A,Auto,10,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,28.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,2,2.0,5.0,25,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,0.0,0.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LIGR910302199103,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,No,1,Went around the gate,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910303,91,03,LI,Long Island Rail Road,GR910303,91,03,338155E,1991-03-19T00:00:00.000,03,19,09,07,PM,9:07 PM,FARMINGDALE,,059,NASSAU,36,NEW YORK,MAIN ST,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,45.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,#2 MAIN LINE,4,10.0,0.0,45,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,1.0,0.0,2.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,1.0,3L,1,1.0,1.0,1,,,LIGR910303199103,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,1,Went around the gate,No,2,Injured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910304,91,03,LI,Long Island Rail Road,GR910304,91,03,338162P,1991-03-29T00:00:00.000,03,29,07,59,PM,7:59 PM,WYANDANCH,,103,SUFFOLK,36,NEW YORK,STRAIGHT PATH,Y,Public,A,Auto,20,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,50.0,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,#1 MAIN LINE,4,10.0,0.0,80,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,2.0,0.0,2.0,0.0,0.0,,Yes,0.0,0.0,NoneNoneNoneNoneNone,0.0,2.0,3L,1,0.0,2.0,1,,,LIGR910304199103,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,1,Went around the gate,No,2,Injured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910401,91,04,LI,Long Island Rail Road,GR910401,91,04,338314J,1991-04-15T00:00:00.000,04,15,01,14,AM,1:14 AM,COLD SPRING HARBOR,,103,SUFFOLK,36,NEW YORK,OAKWOOD RD,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,45.0,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,#2 PORT JEFFERSON,3,8.0,0.0,45,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,1.0,0.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,3L,1,0.0,1.0,1,,,LIGR910401199104,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,1,Went around the gate,No,2,Injured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910601,91,06,LI,Long Island Rail Road,GR910601,91,06,338023U,1991-06-07T00:00:00.000,06,07,08,23,PM,8:23 PM,BAY SHORE,,103,SUFFOLK,36,NEW YORK,FOURTH AVE,Y,Public,M,Other,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,70.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,#2 MONTAUK,4,2.0,6.0,50,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,3L,1,0.0,1.0,1,,,LIGR910601199106,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,1,Went around the gate,No,2,Injured,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910602,91,06,LI,Long Island Rail Road,GR910602,91,06,,1991-06-12T00:00:00.000,06,12,09,47,PM,9:47 PM,BELLPORT,,103,SUFFOLK,36,NEW YORK,CHAMPLIN AVE,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,79.0,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,#1 MONTAUK,4,2.0,5.0,10,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,4,Alleged no warning,1,Both sides,No,No,8,Not obstructed,0.0,0.0,0.0,2.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LIGR910602199106,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,3,Did not stop,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910801,91,08,LI,Long Island Rail Road,GR910801,91,08,338153R,1991-08-14T00:00:00.000,08,14,03,00,PM,3:00 PM,FARMINGDALE,,059,NASSAU,36,NEW YORK,MERRITT RD,Y,Public,A,Auto,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,85.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN LINE,3,10.0,0.0,50,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,0.0,0.0,0.0,3.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LIGR910801199108,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910901,91,09,LI,Long Island Rail Road,GR910901,91,09,338143K,1991-09-28T00:00:00.000,09,28,12,50,PM,12:50 PM,MINEOLA,,059,NASSAU,36,NEW YORK,MAIN ST,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,70.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN,3,2.0,6.0,75,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Yes,7,Other,1.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,3L,1,1.0,0.0,1,,,LIGR910901199109,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1991,GR910902,91,09,LI,Long Island Rail Road,GR910902,91,09,338343U,1991-09-11T00:00:00.000,09,11,11,36,AM,11:36 AM,PORT JEFFERSON,,103,SUFFOLK,36,NEW YORK,PRIVATE-LAWRENCE AVI,N,Private,K,Pedestrian,5,3,Moving over crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,,60.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN TRACK,3,2.0,5.0,28,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Yes,7,Other,0.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,3L,1,0.0,1.0,1,,,LIGR910902199109,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,GR920401,92,04,LI,Long Island Rail Road,GR920401,92,04,338166S,1992-04-08T00:00:00.000,04,08,11,20,AM,11:20 AM,BRENTWOOD,,103,SUFFOLK,36,NEW YORK,FIFTH AVENUE,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,48.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN LINE #2,4,10.0,10.0,55,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Unknown,Unknown,8,Not obstructed,0.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LIGR920401199204,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1992,GR920501,92,05,LI,Long Island Rail Road,GR920501,92,05,338059C,1992-05-11T00:00:00.000,05,11,06,40,AM,6:40 AM,BELLPORT,,103,SUFFOLK,36,NEW YORK,ORCHARD ROAD,Y,Public,C,Truck-trailer,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,63.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN TRACK (SINGLE),4,1.0,4.0,55,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Unknown,Unknown,8,Not obstructed,0.0,0.0,0.0,1.0,0.0,4.0,,Yes,0.0,1.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,5.0,1,,,LIGR920501199205,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BELLPORT,1,North,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,2001,GR20011001,01,10,LI,Long Island Rail Road,GR20011001,01,10,338093J,2001-10-26T00:00:00.000,10,26,01,30,PM,1:30 PM,QUOGUE,SYSTEM,103,SUFFOLK,36,NEW YORK,OLD MAIN ROAD,Y,Public,B,Truck,30,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,60.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,MONTAUK,3,1.0,4.0,60,E,3,East,1,3,6,9,Gates,Standard FLS,Audible,Watchman,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,0.0,0.0,2000.0,1.0,0.0,0.0,50,No,0.0,0.0,DRIVER OF PICK UP TRUCK DROVE PAST ROADWAY FLAGMAN AND AROUND GATES IN DOWN POSITION AND VEHICLE WASSTRUCK BY EASTBOUND TRAIN NUMBER 2706 RESULTING IN DAMAGE TO THE VEHICLE.  VEHICLE OPERATOR WAS ISSUED SUMMONS #A6113170-0 FOR 1170-B VEHICLE TRAFFIC LAW VIOLATION.NoneNone,0.0,0.0,3L,1,0.0,0.0,1,2,No,LIGR20011001200110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,QUOGUE,1,North,No,1,Went around the gate,No,3,Uninjured,Yes,7,Crossbucks,50,Male,,,,,,,,,,
LI,Long Island Rail Road,2001,GR20011002,01,10,LI,Long Island Rail Road,GR20011002,01,10,338164D,2001-10-17T00:00:00.000,10,17,06,05,PM,6:05 PM,DEER PARK,SYSTEM,103,SUFFOLK,36,NEW YORK,COMMACK ROAD,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,48.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN LINE,4,1.0,7.0,80,E,3,East,1,3,5,7,Gates,Standard FLS,Hwy. traffic signals,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Yes,Yes,8,Not obstructed,1.0,0.0,0.0,1.0,0.0,0.0,400,No,0.0,0.0,"FEMALE PEDESTRIAN TRESPASSER WENT UNDER CROSSING GATE IN FULLY ACTIVATED DOWN POSITION, ENTERED CROSSING AND WAS STRUCK BY EASTBOUND TRAIN 2064 AT COMMACK ROAD.  THE PEDESTRIAN WAS WALKING FROM SOUTHTO NORTH ON COMMACK ROAD WHEN SHE DISREGARDED THE CROSSING WARNING PROTECTION WHICH WAS WORKING PROPERLY AND ENTERED THE TRACK AREA IN AN ATTEMPT TO CROSS TO THE OTHER SIDE.  THE CAUSE WAS DETERMINEDTO BE ACCIDENTAL.",1.0,0.0,3L,1,1.0,0.0,1,2,No,LIGR20011002200110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,DEER PARK,1,North,,,,,,,,6,Audible,57,Female,,,,,,,,,,
LI,Long Island Rail Road,2001,GR20010401,01,04,LI,Long Island Rail Road,GR20010401,01,04,338152J,2001-04-24T00:00:00.000,04,24,06,00,PM,6:00 PM,BETHPAGE,SYSTEM,059,NASSAU,36,NEW YORK,BROADWAY,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,,66.0,3,Dusk,1,Clear,2,Passenger Train - Pulling,1,Main,MAINLINE 2,3,2.0,6.0,80,E,3,East,1,2,3,7,Gates,Cantilever FLS,Standard FLS,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,1.0,0.0,0.0,1.0,0.0,0.0,750,No,0.0,0.0,PASSENGER TRAIN 2734 WAS OPERATING EASTWARD ON MAINLINE TRACK #2 AT BETHPAGE WHEN A TRESPASSER WALKED AROUND THE CROSSING GATE WHICH WAS IN DOWN POSITION AND FUNCTIONING PROPERLY AND HE ENTERED THE TRACK AREA.  THE MALE TRESPASSER WAS STRUCK AND KILLED.NoneNone,1.0,0.0,3L,1,1.0,0.0,1,2,No,LIGR20010401200104,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BETHPAGE,2,South,,,,,,,,6,Audible,,Male,,,,,,,,,,
LI,Long Island Rail Road,2002,GR20020101,02,01,LI,Long Island Rail Road,GR20020101,02,01,338173C,2002-01-30T00:00:00.000,01,30,05,05,AM,5:05 AM,CENTRAL ISLIP,SYSTEM,103,SUFFOLK,36,NEW YORK,LOWELL AVENUE,Y,Public,C,Truck-trailer,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,50.0,4,Dark,2,Cloudy,2,Passenger Train - Pulling,1,Main,MAIN LINE TRACK 2,5,1.0,7.0,45,R,4,West,1,3,5,7,Gates,Standard FLS,Hwy. traffic signals,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Yes,Yes,8,Not obstructed,0.0,0.0,4000.0,1.0,0.0,0.0,275,Yes,0.0,0.0,TRAIN 2007 STRUCK A TRACTOR TRAILER AT LOWELL AVENUE IN CENTRAL ISLIP.  THE TRUCK FAILED TO CLEAR THE CROSSING.  LEAVING THE BOX END FOUL OF TRAIN.  WITNESSED BY A SUFFOLK COUNTY POLICE OFFICER WHO WAS BEHIND THE TRUCK - PD UNIT TURNED ON HIS EMERGENCY LIGHTS AND TRIED TO WARN THE TRUCK TO MOVE FORWARD.None,0.0,0.0,3L,1,0.0,0.0,1,2,No,LIGR20020101200201,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,CENTRAL ISLIP,1,North,No,4,Stopped on crossing,No,3,Uninjured,Yes,6,Audible,62,Male,,,,,,,,,,
LI,Long Island Rail Road,1996,GR961201,96,12,LI,Long Island Rail Road,GR961201,96,12,338151C,1996-12-11T00:00:00.000,12,11,05,58,PM,5:58 PM,BETHPAGE,,059,NASSAU,36,NEW YORK,STEWART AVENUE,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,38.0,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,2,4,6.0,6.0,65,E,3,East,1,2,3,7,Gates,Cantilever FLS,Standard FLS,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Yes,No,8,Not obstructed,0.0,0.0,0.0,0.0,0.0,1.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,1.0,1,,,LIGR961201199612,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BETHPAGE,2,South,,,,,,,,5,Hwy. traffic signals,,,6,Audible,,,,,,,,
LI,Long Island Rail Road,1996,GR961101,96,11,LI,Long Island Rail Road,GR961101,96,11,338162P,1996-11-09T00:00:00.000,11,09,08,48,AM,8:48 AM,WYANDANCH,,103,SUFFOLK,36,NEW YORK,STRAIGHT PATH ROAD,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,59.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAINLINE BRANCH,4,1.0,5.0,55,E,3,East,1,2,5,7,Gates,Cantilever FLS,Hwy. traffic signals,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Yes,Yes,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,3L,1,1.0,0.0,1,,,LIGR961101199611,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,WYANDANCH,1,North,,,,,,,,6,Audible,,,,,,,,,,,,
LI,Long Island Rail Road,1996,GR960901,96,09,LI,Long Island Rail Road,GR960901,96,09,338005W,1996-09-14T00:00:00.000,09,14,01,45,AM,1:45 AM,BABYLON,,103,SUFFOLK,36,NEW YORK,WELLWOOD AVENUE,Y,Public,A,Auto,50,3,Moving over crossing,1,Train (units pulling),4,2,Rail equipment struck by highway user,4,Neither,,60.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,CENTRAL BRANCH,3,2.0,5.0,65,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,1.0,0.0,6000.0,1.0,0.0,0.0,,Yes,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,3L,1,1.0,0.0,1,,,LIGR960901199609,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,No,1,Went around the gate,No,1,Killed,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1996,GR960802,96,08,LI,Long Island Rail Road,GR960802,96,08,338151C,1996-08-06T00:00:00.000,08,06,06,25,AM,6:25 AM,BETHPAGE,,059,NASSAU,36,NEW YORK,STEWART AVENUE,Y,Public,M,Other,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,72.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN LINE #2,4,1.0,9.0,70,E,3,East,1,2,3,7,Gates,Cantilever FLS,Standard FLS,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Yes,No,8,Not obstructed,1.0,0.0,2300.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,3L,1,1.0,0.0,1,,,LIGR960802199608,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BETHPAGE,3,East,No,4,Stopped on crossing,No,1,Killed,Yes,5,Hwy. traffic signals,,,6,Audible,,,,,,,,
